Spend line id,Source row count,Entity,Cluster,Country,Year,L1,L2,Supplier name,Net spend
spend_ab541bff123d3633,6,Demo Benelux Trading,Central,Netherlands,2024,IT and telecom,Telecommunications,Demo Supplier 018,20354.11
spend_6766afdee6b5a223,3,Demo Benelux Trading,Central,Netherlands,2024,IT and telecom,Telecommunications,Demo Supplier 019,13804.5
spend_cc6c9d3edd07141a,4,Demo Benelux Trading,Central,Netherlands,2024,IT and telecom,Telecommunications,Demo Supplier 020,16612.02
spend_26da31707c016010,5,Demo Benelux Trading,Central,Netherlands,2024,Logistics,Freight and courier,Demo Supplier 021,25676.86
spend_e63f148656e9a216,2,Demo Benelux Trading,Central,Netherlands,2024,Logistics,Freight and courier,Demo Supplier 022,38938.01
spend_9b6cf6d37afe85d4,8,Demo Benelux Trading,Central,Netherlands,2024,Logistics,Freight and courier,Demo Supplier 023,87742.79
spend_487927cb4a99c0f2,3,Demo Benelux Trading,Central,Netherlands,2024,Logistics,Freight and courier,Demo Supplier 024,23239.63
spend_8d8ac5e8fd08b759,4,Demo Benelux Trading,Central,Netherlands,2024,Marketing,Advertising and media,Demo Supplier 045,24628.1
spend_6988dc956f01d925,2,Demo Benelux Trading,Central,Netherlands,2024,Marketing,Advertising and media,Demo Supplier 046,4936.51
spend_d8270a455a8375ec,1,Demo Benelux Trading,Central,Netherlands,2024,Marketing,Advertising and media,Demo Supplier 047,1151.55
spend_676a7816f7eac7c1,2,Demo Benelux Trading,Central,Netherlands,2024,Marketing,Advertising and media,Demo Supplier 048,10540.51
spend_e9308a3ac008ed76,2,Demo Benelux Trading,Central,Netherlands,2024,Office,Office supplies,Demo Supplier 053,2319.9
spend_176d1053200ea5f7,4,Demo Benelux Trading,Central,Netherlands,2024,Office,Office supplies,Demo Supplier 054,6955.25
spend_deb64d94a6a395f7,5,Demo Benelux Trading,Central,Netherlands,2024,Office,Office supplies,Demo Supplier 055,4720.91
spend_300aca22dd774579,5,Demo Benelux Trading,Central,Netherlands,2024,Office,Office supplies,Demo Supplier 056,6709.67
spend_04759e1607241984,1,Demo Benelux Trading,Central,Netherlands,2024,People,Recruitment,Demo Supplier 033,6049.51
spend_8fbcc49147ef3d07,3,Demo Benelux Trading,Central,Netherlands,2024,People,Recruitment,Demo Supplier 034,27449.04
spend_20f8efccb391baa1,3,Demo Benelux Trading,Central,Netherlands,2024,People,Recruitment,Demo Supplier 035,17314.26
spend_4f0950ba1d0a1ed3,1,Demo Benelux Trading,Central,Netherlands,2024,People,Recruitment,Demo Supplier 036,4627.68
spend_9488c12b63001d87,1,Demo Benelux Trading,Central,Netherlands,2024,People,Temporary labour,Demo Supplier 041,12621.4
spend_db4131ff2a61906c,1,Demo Benelux Trading,Central,Netherlands,2024,People,Temporary labour,Demo Supplier 042,11774.46
spend_ea2ecfb28d9b26fc,3,Demo Benelux Trading,Central,Netherlands,2024,People,Temporary labour,Demo Supplier 043,12415.99
spend_2ac0620dcdfb4772,2,Demo Benelux Trading,Central,Netherlands,2024,People,Temporary labour,Demo Supplier 044,5857.88
spend_437787c6168f5138,2,Demo Benelux Trading,Central,Netherlands,2024,People,Training,Demo Supplier 037,2175.91
spend_0f51c051a516303b,2,Demo Benelux Trading,Central,Netherlands,2024,People,Training,Demo Supplier 038,2954.54
spend_cb4de5f9ff2a2e7a,2,Demo Benelux Trading,Central,Netherlands,2024,People,Training,Demo Supplier 039,3744.11
spend_8eb32d7ee9678cdf,2,Demo Benelux Trading,Central,Netherlands,2024,People,Training,Demo Supplier 040,3803
spend_d459443557343e91,3,Demo Benelux Trading,Central,Netherlands,2024,Professional services,Consulting,Demo Supplier 025,43207.2
spend_784633531a704335,4,Demo Benelux Trading,Central,Netherlands,2024,Professional services,Consulting,Demo Supplier 026,38999.67
spend_8fc9d51030d15837,3,Demo Benelux Trading,Central,Netherlands,2024,Professional services,Consulting,Demo Supplier 027,67533.17
spend_b8ea48c2517eef0f,6,Demo Benelux Trading,Central,Netherlands,2024,Professional services,Consulting,Demo Supplier 028,83367.7
spend_29573af9ee88a99d,1,Demo Benelux Trading,Central,Netherlands,2024,Professional services,Legal and audit,Demo Supplier 029,1529.64
spend_6352795440c466a8,2,Demo Benelux Trading,Central,Netherlands,2024,Professional services,Legal and audit,Demo Supplier 031,6472.23
spend_dcacd6a504b36469,1,Demo Benelux Trading,Central,Netherlands,2024,Professional services,Legal and audit,Demo Supplier 032,4824.61
spend_9614d9dbc00ec330,1,Demo Benelux Trading,Central,Netherlands,2024,Utilities,Electricity and gas,Demo Supplier 049,16137.17
spend_869d0e13a7f091c3,3,Demo Benelux Trading,Central,Netherlands,2024,Utilities,Electricity and gas,Demo Supplier 050,16989.54
spend_6714fc5ad311527e,3,Demo Benelux Trading,Central,Netherlands,2024,Utilities,Electricity and gas,Demo Supplier 051,24062
spend_da20ea6410bf7ef3,3,Demo Benelux Trading,Central,Netherlands,2024,Utilities,Electricity and gas,Demo Supplier 052,32313.5
spend_f17a41a64e60ccdd,4,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Building maintenance,Demo Supplier 001,14020.24
spend_0689b67383d1fe33,4,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Building maintenance,Demo Supplier 002,16879.11
spend_b2674e282dd1fd43,3,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Building maintenance,Demo Supplier 003,19218.28
spend_3d9276b8fb65f22c,3,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Building maintenance,Demo Supplier 004,22531.14
spend_38452c10fb3cbf8c,1,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Cleaning and security,Demo Supplier 005,3734.13
spend_3fa4a9f75ffcda09,1,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Cleaning and security,Demo Supplier 006,4306.65
spend_b38138a8d515e8ee,4,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Cleaning and security,Demo Supplier 007,14983.18
spend_5d2b4239cb6876bc,2,Demo Benelux Trading,Central,Netherlands,2025,Facilities,Cleaning and security,Demo Supplier 008,4400.06
spend_3622aae9c7daff68,1,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Hardware,Demo Supplier 013,5304.13
spend_24c0a13b371222ad,4,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Hardware,Demo Supplier 014,1032.49
spend_419c4c1f2db2183a,3,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Hardware,Demo Supplier 015,24224.1
spend_3de13ecda5c216b4,4,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Hardware,Demo Supplier 016,21790.1
spend_ff0d829da08149c0,3,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Software licensing,Demo Supplier 009,11175.57
spend_2edbaaabc77e1bce,5,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Software licensing,Demo Supplier 010,41825.18
spend_2445263aff6b3f35,1,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Software licensing,Demo Supplier 011,3646.91
spend_c3944da8ac7d569e,1,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Telecommunications,Demo Supplier 017,7302.74
spend_a17b90185f0c2e35,2,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Telecommunications,Demo Supplier 018,4841.09
spend_55f63a79f85f7916,4,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Telecommunications,Demo Supplier 019,25575.47
spend_90307587538ab2c4,3,Demo Benelux Trading,Central,Netherlands,2025,IT and telecom,Telecommunications,Demo Supplier 020,11036.93
spend_a291bc6f955ca269,5,Demo Benelux Trading,Central,Netherlands,2025,Logistics,Freight and courier,Demo Supplier 021,44539.07
spend_e7bcffe2ae57714e,4,Demo Benelux Trading,Central,Netherlands,2025,Logistics,Freight and courier,Demo Supplier 022,25504.37
spend_471e2162ed94bd2c,6,Demo Benelux Trading,Central,Netherlands,2025,Logistics,Freight and courier,Demo Supplier 023,65984.58
spend_5c67868a9a7463b5,5,Demo Benelux Trading,Central,Netherlands,2025,Logistics,Freight and courier,Demo Supplier 024,244.44
spend_98b43c8841875258,4,Demo Benelux Trading,Central,Netherlands,2025,Marketing,Advertising and media,Demo Supplier 045,19806.33
spend_3147099256b5d580,1,Demo Benelux Trading,Central,Netherlands,2025,Marketing,Advertising and media,Demo Supplier 047,6102.65
spend_da3dcbe8ff0b980e,7,Demo Benelux Trading,Central,Netherlands,2025,Marketing,Advertising and media,Demo Supplier 048,27130.77
spend_1221d5a16b800f78,4,Demo Benelux Trading,Central,Netherlands,2025,Office,Office supplies,Demo Supplier 053,4493.07
spend_7e50b69bb52b7f7f,2,Demo Benelux Trading,Central,Netherlands,2025,Office,Office supplies,Demo Supplier 054,3681.52
spend_5f71db628ea6071c,2,Demo Benelux Trading,Central,Netherlands,2025,Office,Office supplies,Demo Supplier 055,4691.34
spend_6f7e0f6732998e2f,3,Demo Benelux Trading,Central,Netherlands,2025,Office,Office supplies,Demo Supplier 056,3174.08
spend_2a31f4937038bc54,3,Demo Benelux Trading,Central,Netherlands,2025,People,Recruitment,Demo Supplier 033,20343.71
spend_360de25b686c0a2f,1,Demo Benelux Trading,Central,Netherlands,2025,People,Recruitment,Demo Supplier 034,5273.17
spend_c78055bc0907da9e,1,Demo Benelux Trading,Central,Netherlands,2025,People,Recruitment,Demo Supplier 035,2281.53
spend_69d2765f2e1c5ffe,3,Demo Benelux Trading,Central,Netherlands,2025,People,Temporary labour,Demo Supplier 041,22887.6
spend_9b1fbe339f7d1b46,6,Demo Benelux Trading,Central,Netherlands,2025,People,Temporary labour,Demo Supplier 042,24260.84
spend_bb5e65b0f4693731,5,Demo Benelux Trading,Central,Netherlands,2025,People,Temporary labour,Demo Supplier 043,26940.98
spend_14b4a6e24439e2d1,2,Demo Benelux Trading,Central,Netherlands,2025,People,Temporary labour,Demo Supplier 044,13353.68
spend_a937f381cd0d8ae8,4,Demo Benelux Trading,Central,Netherlands,2025,People,Training,Demo Supplier 038,8373.64
spend_31bd8bb26ad57322,2,Demo Benelux Trading,Central,Netherlands,2025,People,Training,Demo Supplier 040,9090.82
spend_f89e101acb5779b7,5,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Consulting,Demo Supplier 025,91639.66
spend_50b30a09f0233503,2,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Consulting,Demo Supplier 026,38147.79
spend_4b077834755303f0,4,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Consulting,Demo Supplier 027,46072.47
spend_8c3be6ddc504bb85,2,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Consulting,Demo Supplier 028,14483.74
spend_e770733fb95211d9,3,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Legal and audit,Demo Supplier 029,27283.84
spend_567066380938b79f,3,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Legal and audit,Demo Supplier 030,12693.89
spend_2970259557aca844,1,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Legal and audit,Demo Supplier 031,9005.03
spend_bb2335260a5da1e0,1,Demo Benelux Trading,Central,Netherlands,2025,Professional services,Legal and audit,Demo Supplier 032,3514.66
spend_6f8b6f657690e5fd,2,Demo Benelux Trading,Central,Netherlands,2025,Utilities,Electricity and gas,Demo Supplier 049,12549.9
spend_14b3591bc657b08a,2,Demo Benelux Trading,Central,Netherlands,2025,Utilities,Electricity and gas,Demo Supplier 050,10176.11
spend_b6d483cc20d33fb2,4,Demo Benelux Trading,Central,Netherlands,2025,Utilities,Electricity and gas,Demo Supplier 052,69063.36
spend_039f30aa03fa792a,3,Demo Group Headquarters,Corporate,United Kingdom,2024,Facilities,Building maintenance,Demo Supplier 001,14667.33
spend_67ebb678ab40ef89,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Facilities,Building maintenance,Demo Supplier 002,7430.62
spend_09eb3dfa50090a84,3,Demo Group Headquarters,Corporate,United Kingdom,2024,Facilities,Building maintenance,Demo Supplier 003,14127.5
spend_57a825810d44cc86,3,Demo Group Headquarters,Corporate,United Kingdom,2024,Facilities,Cleaning and security,Demo Supplier 005,6803.96
spend_7166be4c7df24872,1,Demo Group Headquarters,Corporate,United Kingdom,2024,Facilities,Cleaning and security,Demo Supplier 006,4119.71
spend_e93b6df20ab8e8c9,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Facilities,Cleaning and security,Demo Supplier 007,12174.92
spend_b7958146ae140f50,3,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 013,14202.8
spend_e036448cbe5db88d,1,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 014,5347.9
spend_cea18dd9ccd04681,4,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 015,17901.6
spend_3d96e5bd6a6a4b37,4,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 016,21847.66
spend_0a538f9d29c014c4,4,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Software licensing,Demo Supplier 009,15496.18
spend_4120c1253bbb034d,1,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Software licensing,Demo Supplier 010,2237.97
spend_8d1bf3ebab1cb05b,3,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Software licensing,Demo Supplier 012,13297.43
spend_b393f68192f44284,3,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 017,13665.61
spend_790e4be2346560f0,2,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 018,9892.53
spend_53d9e3294e8682f4,1,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 019,1065.33
spend_41a344d500595da9,1,Demo Group Headquarters,Corporate,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 020,3244.16
spend_e9baef9efacaf3e7,6,Demo Group Headquarters,Corporate,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 021,14770.72
spend_0f49b7e5b1c98b1e,3,Demo Group Headquarters,Corporate,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 022,22223.7
spend_5b52f5619ac40fb7,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 023,36672.77
spend_776ed169b552d39a,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 024,27037.73
spend_211b4740b9437b78,2,Demo Group Headquarters,Corporate,United Kingdom,2024,Marketing,Advertising and media,Demo Supplier 046,9011.93
spend_327fd64cca2a206e,2,Demo Group Headquarters,Corporate,United Kingdom,2024,Marketing,Advertising and media,Demo Supplier 047,29.93
spend_0c3ccca97809e6d0,1,Demo Group Headquarters,Corporate,United Kingdom,2024,Office,Office supplies,Demo Supplier 053,-794.67
spend_8630ab0ed2d296f3,3,Demo Group Headquarters,Corporate,United Kingdom,2024,Office,Office supplies,Demo Supplier 054,3428.29
spend_cf0ccc7861f83cd2,2,Demo Group Headquarters,Corporate,United Kingdom,2024,Office,Office supplies,Demo Supplier 055,2751.29
spend_ad00140bd9022394,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Office,Office supplies,Demo Supplier 056,3730.04
spend_957f04b0a69440cf,3,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Recruitment,Demo Supplier 033,14617.37
spend_3b4b3e20856752e5,2,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Recruitment,Demo Supplier 036,24150.03
spend_410af2e87dedf48b,3,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Temporary labour,Demo Supplier 041,16101.18
spend_91a8869aa71b2f61,2,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Temporary labour,Demo Supplier 042,12127.66
spend_e0a5f11be55608d6,4,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Temporary labour,Demo Supplier 043,20830.97
spend_76cf84f4ccaa193d,4,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Temporary labour,Demo Supplier 044,19117.14
spend_daee971d18a8458c,1,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Training,Demo Supplier 039,2217.6
spend_ee9e88c56f2a7a2e,3,Demo Group Headquarters,Corporate,United Kingdom,2024,People,Training,Demo Supplier 040,11772.98
spend_ab5d0af94052adb7,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Professional services,Consulting,Demo Supplier 025,38731.84
spend_ccd2d8e476701a20,2,Demo Group Headquarters,Corporate,United Kingdom,2024,Professional services,Consulting,Demo Supplier 027,9902.24
spend_facb6fdb607823ed,2,Demo Group Headquarters,Corporate,United Kingdom,2024,Professional services,Consulting,Demo Supplier 028,45424.1
spend_646c3b64df705545,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 029,18089.69
spend_83da1ed9296833be,3,Demo Group Headquarters,Corporate,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 030,13483.71
spend_ddc19d15778d681b,2,Demo Group Headquarters,Corporate,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 031,5435.34
spend_c610ac4626e2fcd1,1,Demo Group Headquarters,Corporate,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 032,1319.28
spend_2a991b1f0be77a71,2,Demo Group Headquarters,Corporate,United Kingdom,2024,Utilities,Electricity and gas,Demo Supplier 050,16304.49
spend_fd9086e8a749aca1,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Utilities,Electricity and gas,Demo Supplier 051,32269.85
spend_00feb3da2f36fe6c,4,Demo Group Headquarters,Corporate,United Kingdom,2024,Utilities,Electricity and gas,Demo Supplier 052,31291.77
spend_4487f2a3ab199963,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 001,18167.37
spend_1917b30945598431,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 002,22367.01
spend_5b1c1488e16e5df8,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 003,15713.73
spend_154f8e17f8314e21,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 004,6492.5
spend_9e167b5e9fa00bd6,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Cleaning and security,Demo Supplier 005,9987.27
spend_2c9bbbf449d13d71,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Cleaning and security,Demo Supplier 006,12588.21
spend_10bfe3c5a85156ca,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Cleaning and security,Demo Supplier 007,28462.1
spend_2e5b6c9afa202f7a,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Facilities,Cleaning and security,Demo Supplier 008,6148.02
spend_e24add14b29b8452,3,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Hardware,Demo Supplier 013,-1537.18
spend_d84cf8df63aa3627,3,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Hardware,Demo Supplier 014,7244.51
spend_b8d7de2d64a21850,2,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Hardware,Demo Supplier 015,12398.54
spend_faca54bc518aba5e,3,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 009,36498.93
spend_531b159354bba358,3,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 010,36286.98
spend_90d3a28535601118,4,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 011,10859.21
spend_fdb242ea5aacd886,3,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 012,18169.33
spend_3c72eff73a00e29f,2,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Telecommunications,Demo Supplier 018,4075.32
spend_b31ca9b832745c13,2,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Telecommunications,Demo Supplier 019,14225.73
spend_a537e8b88d177465,4,Demo Group Headquarters,Corporate,United Kingdom,2025,IT and telecom,Telecommunications,Demo Supplier 020,10195.69
spend_c00e4ffafe7e0427,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 021,13934.65
spend_49f59aace05bc2df,4,Demo Group Headquarters,Corporate,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 022,41844.27
spend_f89592283c5343e6,1,Demo Group Headquarters,Corporate,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 023,9410.4
spend_6032c309e317de55,1,Demo Group Headquarters,Corporate,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 024,14619.96
spend_ee367f4f9ca80d0c,4,Demo Group Headquarters,Corporate,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 045,11549.61
spend_7583ff0345fd44b7,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 046,8268.05
spend_6ef53554baad84b8,4,Demo Group Headquarters,Corporate,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 047,18443.59
spend_2768f2a2057e8515,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 048,7312.16
spend_1ffe72aa3fca42b8,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Office,Office supplies,Demo Supplier 053,4960.36
spend_e60756367a754b63,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Office,Office supplies,Demo Supplier 054,1492.63
spend_ace090948a1c5eba,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Office,Office supplies,Demo Supplier 055,4444.59
spend_b146a8de6e2f2136,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Office,Office supplies,Demo Supplier 056,2150.37
spend_d918a3a4281f29f4,1,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Recruitment,Demo Supplier 034,2516.52
spend_871c9133b35f3789,1,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Recruitment,Demo Supplier 035,1749.02
spend_8adf918217135e9b,1,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Recruitment,Demo Supplier 036,3931.91
spend_c95546ce408421d4,3,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Temporary labour,Demo Supplier 041,35951.1
spend_8aa342ed7382b9c8,3,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Temporary labour,Demo Supplier 043,5339.66
spend_44bfaeb914e09aaf,2,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Temporary labour,Demo Supplier 044,17844.96
spend_ae22644991124310,4,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Training,Demo Supplier 037,15652.94
spend_dfb4763077a10692,1,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Training,Demo Supplier 038,9661.47
spend_28cbbb7590696b89,4,Demo Group Headquarters,Corporate,United Kingdom,2025,People,Training,Demo Supplier 040,10825.7
spend_3031903b5ac0a9a7,1,Demo Group Headquarters,Corporate,United Kingdom,2025,Professional services,Consulting,Demo Supplier 025,16252.63
spend_1c5a849cb92d6a06,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Professional services,Consulting,Demo Supplier 026,51102.87
spend_af3088760bf53af8,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Professional services,Consulting,Demo Supplier 027,37732.02
spend_20202e4037807e7b,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Professional services,Consulting,Demo Supplier 028,42659.76
spend_1c81f3cf369e2435,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Professional services,Legal and audit,Demo Supplier 029,34645.95
spend_43c419dbc9eac51a,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Professional services,Legal and audit,Demo Supplier 031,6815.5
spend_46dc55fd8f76be1d,1,Demo Group Headquarters,Corporate,United Kingdom,2025,Professional services,Legal and audit,Demo Supplier 032,6352.68
spend_44070334a704331c,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 049,43795.13
spend_0b59a66c4307a41c,2,Demo Group Headquarters,Corporate,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 050,18130.75
spend_77a60d11227a9475,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 051,30685.52
spend_e1e7a20c62568296,3,Demo Group Headquarters,Corporate,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 052,51906.77
spend_18ce8f8db3542adc,5,Demo Iberia Distribution,South,Portugal,2024,Facilities,Building maintenance,Demo Supplier 001,37784.15
spend_815749dda5a555d9,2,Demo Iberia Distribution,South,Portugal,2024,Facilities,Building maintenance,Demo Supplier 002,17064.86
spend_821eb0202a8ba76b,6,Demo Iberia Distribution,South,Portugal,2024,Facilities,Building maintenance,Demo Supplier 003,34972.49
spend_08098a2184ef4710,1,Demo Iberia Distribution,South,Portugal,2024,Facilities,Cleaning and security,Demo Supplier 005,2319.9
spend_482ea17e93362c3e,4,Demo Iberia Distribution,South,Portugal,2024,Facilities,Cleaning and security,Demo Supplier 007,16041.54
spend_479dcc1711758a64,6,Demo Iberia Distribution,South,Portugal,2024,Facilities,Cleaning and security,Demo Supplier 008,17046.04
spend_b284477a9b9ad461,1,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Hardware,Demo Supplier 013,2075.31
spend_17c57316bbad8cb9,5,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Software licensing,Demo Supplier 009,25854.9
spend_468a023d0bc2eea4,1,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Software licensing,Demo Supplier 010,13158.82
spend_7059989eee5bb7db,2,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Software licensing,Demo Supplier 011,17612.16
spend_055f8fd5155c9313,3,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Software licensing,Demo Supplier 012,8921.37
spend_a6f5ccd3c0baf27d,2,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Telecommunications,Demo Supplier 017,2829.67
spend_780cdceab1ba809f,2,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Telecommunications,Demo Supplier 018,6311.94
spend_d0d8fa79f6e7fb13,1,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Telecommunications,Demo Supplier 019,2921.25
spend_9f6a439f45f6dff9,5,Demo Iberia Distribution,South,Portugal,2024,IT and telecom,Telecommunications,Demo Supplier 020,21546.52
spend_8ffb15a99c023d0c,1,Demo Iberia Distribution,South,Portugal,2024,Logistics,Freight and courier,Demo Supplier 021,4959.55
spend_ea3c7275132be1a1,5,Demo Iberia Distribution,South,Portugal,2024,Logistics,Freight and courier,Demo Supplier 022,30228.94
spend_6a4149bc629f751b,3,Demo Iberia Distribution,South,Portugal,2024,Logistics,Freight and courier,Demo Supplier 023,24357.22
spend_27133c5adff4652e,4,Demo Iberia Distribution,South,Portugal,2024,Logistics,Freight and courier,Demo Supplier 024,22402.65
spend_59cf47d6d71fbff2,2,Demo Iberia Distribution,South,Portugal,2024,Marketing,Advertising and media,Demo Supplier 045,7208.64
spend_3e86171e801f70e9,1,Demo Iberia Distribution,South,Portugal,2024,Marketing,Advertising and media,Demo Supplier 046,3478.63
spend_8d09d4f5e4454de1,6,Demo Iberia Distribution,South,Portugal,2024,Marketing,Advertising and media,Demo Supplier 047,22567.73
spend_975248311912a4a6,2,Demo Iberia Distribution,South,Portugal,2024,Marketing,Advertising and media,Demo Supplier 048,5809.86
spend_4672b8d2b17253c3,3,Demo Iberia Distribution,South,Portugal,2024,Office,Office supplies,Demo Supplier 053,2776.91
spend_8c3a832da324cc33,5,Demo Iberia Distribution,South,Portugal,2024,Office,Office supplies,Demo Supplier 054,4999.1
